,t,vehicles_parked,zone_id
0,2020-10-01 00:00:00+00:00,3,2072.0
1,2020-10-01 06:38:40.661310,3,2072.0
2,2020-10-01 07:13:45.272429,4,2072.0
3,2020-10-01 07:39:11.240381,5,2072.0
4,2020-10-01 07:51:47.743944,5,2072.0
5,2020-10-01 08:05:57.889196,4,2072.0
6,2020-10-01 08:14:12.014769,3,2072.0
7,2020-10-01 09:02:09.377045,2,2072.0
8,2020-10-01 11:18:43.061792,1,2072.0
9,2020-10-01 12:12:04.889490,1,2072.0
10,2020-10-01 12:53:30.294387,1,2072.0
11,2020-10-01 13:08:38.659103,0,2072.0
12,2020-10-01 15:25:08.165934,0,2072.0
13,2020-10-01 15:28:52.090048,0,2072.0
14,2020-10-02 05:34:21.793287,0,2072.0
15,2020-10-02 07:37:17.815162,1,2072.0
16,2020-10-02 07:44:35.020220,1,2072.0
17,2020-10-02 08:10:47.467002,0,2072.0
18,2020-10-02 08:22:34.540996,0,2072.0
19,2020-10-02 09:09:19.204753,0,2072.0
20,2020-10-02 09:10:25.315057,0,2072.0
21,2020-10-02 10:23:00.637709,0,2072.0
22,2020-10-02 11:46:08.055883,0,2072.0
23,2020-10-02 11:52:51.565525,1,2072.0
24,2020-10-02 12:11:47.242375,1,2072.0
25,2020-10-02 12:19:10.376808,1,2072.0
26,2020-10-02 18:06:21.577433,1,2072.0
27,2020-10-02 12:24:34.920991,0,2072.0
28,2020-10-02 17:40:00.722068,0,2072.0
29,2020-10-02 18:00:06.161507,0,2072.0
30,2020-10-02 18:37:55.828282,0,2072.0
31,2020-10-02 19:07:16.927292,0,2072.0
32,2020-10-02 19:07:17.177700,0,2072.0
33,2020-10-03 05:10:15.708555,0,2072.0
34,2020-10-03 06:15:37.812705,1,2072.0
35,2020-10-03 12:18:15.187810,1,2072.0
36,2020-10-03 07:38:55.926975,1,2072.0
37,2020-10-03 07:52:45.014808,1,2072.0
38,2020-10-03 07:54:46.923400,0,2072.0
39,2020-10-03 09:22:58.478861,0,2072.0
40,2020-10-03 09:37:14.189763,0,2072.0
41,2020-10-03 11:38:15.047465,0,2072.0
42,2020-10-03 17:15:41.649262,0,2072.0
43,2020-10-03 12:49:46.819939,0,2072.0
44,2020-10-03 17:38:56.502546,0,2072.0
45,2020-10-04 14:48:42.485995,0,2072.0
46,2020-10-04 20:28:34.340212,0,2072.0
47,2020-10-04 16:19:22.839721,0,2072.0
48,2020-10-04 16:43:38.158655,0,2072.0
49,2020-10-04 16:44:57.252809,0,2072.0
50,2020-10-04 16:51:49.447754,1,2072.0
51,2020-10-04 17:17:34.952814,2,2072.0
52,2020-10-04 17:24:26.313501,2,2072.0
53,2020-10-04 17:33:47.355918,1,2072.0
54,2020-10-04 19:16:19.693201,0,2072.0
55,2020-10-05 05:16:34.936276,1,2072.0
56,2020-10-05 05:16:59.021132,2,2072.0
57,2020-10-05 05:45:26.250975,3,2072.0
58,2020-10-05 06:35:49.854272,4,2072.0
59,2020-10-05 07:38:05.667367,4,2072.0
60,2020-10-05 07:35:20.592794,4,2072.0
61,2020-10-05 07:41:59.331460,4,2072.0
62,2020-10-05 07:43:21.698648,3,2072.0
63,2020-10-05 08:02:05.560400,2,2072.0
64,2020-10-05 08:19:35.934946,2,2072.0
65,2020-10-05 14:23:34.526401,2,2072.0
66,2020-10-05 08:32:43.689751,1,2072.0
67,2020-10-05 08:45:42.024363,0,2072.0
68,2020-10-05 12:38:54.308132,0,2072.0
69,2020-10-05 18:30:54.299004,0,2072.0
70,2020-10-05 13:11:28.594847,0,2072.0
71,2020-10-05 13:11:53.037408,0,2072.0
72,2020-10-05 15:01:38.545451,1,2072.0
73,2020-10-05 15:17:37.699534,1,2072.0
74,2020-10-05 15:39:06.851037,0,2072.0
75,2020-10-05 18:53:28.522969,0,2072.0
76,2020-10-05 22:01:51.345858,0,2072.0
77,2020-10-05 22:34:55.614824,0,2072.0
78,2020-10-06 07:15:56.560416,0,2072.0
79,2020-10-06 07:13:45.448062,1,2072.0
80,2020-10-06 13:04:37.573819,1,2072.0
81,2020-10-06 07:32:08.735650,0,2072.0
82,2020-10-06 13:28:29.667313,0,2072.0
83,2020-10-06 19:56:51.313838,0,2072.0
84,2020-10-06 21:28:37.178428,0,2072.0
85,2020-10-07 06:25:44.074333,0,2072.0
86,2020-10-07 12:22:57.757017,0,2072.0
87,2020-10-07 07:17:12.671874,0,2072.0
88,2020-10-07 09:55:00.271852,0,2072.0
89,2020-10-07 13:56:57.773372,1,2072.0
90,2020-10-07 15:54:52.778765,1,2072.0
91,2020-10-08 06:55:55.110208,1,2072.0
92,2020-10-08 09:52:45.401981,1,2072.0
93,2020-10-08 11:14:30.225495,0,2072.0
94,2020-10-08 16:33:58.874136,0,2072.0
95,2020-10-08 17:59:07.004765,1,2072.0
96,2020-10-08 20:14:51.587783,1,2072.0
97,2020-10-08 20:22:12.232655,1,2072.0
98,2020-10-08 20:31:42.102183,1,2072.0
99,2020-10-08 20:38:20.018752,0,2072.0
100,2020-10-09 04:43:23.349965,0,2072.0
101,2020-10-09 10:28:02.336923,0,2072.0
102,2020-10-09 07:37:57.614472,0,2072.0
103,2020-10-09 07:42:56.650526,0,2072.0
104,2020-10-09 11:33:07.899852,0,2072.0
105,2020-10-09 12:47:57.157109,0,2072.0
106,2020-10-09 12:49:06.514270,0,2072.0
107,2020-10-09 12:58:26.323675,0,2072.0
108,2020-10-09 15:55:19.662051,1,2072.0
109,2020-10-09 21:43:14.561217,1,2072.0
110,2020-10-09 15:58:44.916484,0,2072.0
111,2020-10-09 16:43:56.631120,0,2072.0
112,2020-10-09 16:55:23.952818,0,2072.0
113,2020-10-09 20:19:01.738549,0,2072.0
114,2020-10-09 20:31:34.576455,0,2072.0
115,2020-10-10 05:18:08.154758,1,2072.0
116,2020-10-10 10:30:36.006726,1,2072.0
117,2020-10-10 08:19:45.046137,0,2072.0
118,2020-10-10 13:52:54.000793,0,2072.0
119,2020-10-10 20:38:15.321881,0,2072.0
120,2020-10-11 07:57:41.909648,0,2072.0
121,2020-10-11 08:01:19.104041,0,2072.0
122,2020-10-11 08:04:25.243978,1,2072.0
123,2020-10-11 10:20:46.822541,1,2072.0
124,2020-10-11 10:46:30.859395,0,2072.0
125,2020-10-11 14:58:33.344364,0,2072.0
126,2020-10-11 20:40:24.017642,0,2072.0
127,2020-10-11 15:29:26.728964,0,2072.0
128,2020-10-11 16:03:14.622936,1,2072.0
129,2020-10-11 21:28:10.443768,1,2072.0
130,2020-10-11 16:04:35.481395,1,2072.0
131,2020-10-11 16:21:31.734494,1,2072.0
132,2020-10-11 16:44:16.829630,0,2072.0
133,2020-10-11 18:38:58.921491,0,2072.0
134,2020-10-11 19:26:42.896534,1,2072.0
135,2020-10-12 01:25:25.931018,1,2072.0
136,2020-10-11 19:27:41.919638,0,2072.0
137,2020-10-11 20:00:30.940039,0,2072.0
138,2020-10-11 20:08:32.332343,0,2072.0
139,2020-10-11 21:20:06.714325,0,2072.0
140,2020-10-11 21:53:03.734652,0,2072.0
141,2020-10-12 06:44:15.156405,1,2072.0
142,2020-10-12 07:05:39.990866,2,2072.0
143,2020-10-12 07:20:59.695396,3,2072.0
144,2020-10-12 07:23:19.273006,3,2072.0
145,2020-10-12 07:32:08.053225,2,2072.0
146,2020-10-12 07:36:32.978392,2,2072.0
147,2020-10-12 07:46:51.846821,2,2072.0
148,2020-10-12 08:01:51.549192,2,2072.0
149,2020-10-12 08:35:46.231063,2,2072.0
150,2020-10-12 08:50:05.855256,1,2072.0
151,2020-10-12 09:11:52.888715,1,2072.0
152,2020-10-12 10:17:14.118542,1,2072.0
153,2020-10-12 11:44:58.438700,1,2072.0
154,2020-10-12 11:51:41.054523,2,2072.0
155,2020-10-12 11:57:39.583449,2,2072.0
